date,time,city,country,shape,duration (seconds)
10/1/1989,21:30,orono,us,disk,20
10/1/1990,17:00,pateros,us,oval,300
10/1/1990,20:00,san pedro,us,light,120
10/1/1990,22:15,jamestown,us,light,1200
10/1/1991,14:45,easley,us,other,900
10/1/1991,17:00,wilmington,us,circle,900
10/1/1991,18:00,maryville,us,cigar,300
10/1/1991,18:30,little rock,us,triangle,300
10/1/1991,20:30,mckenzie,us,disk,900
10/1/1991,21:30,las vegas,us,cigar,5
10/1/1991,22:00,lafayette,us,other,900
10/1/1992,01:30,echo summit (sierra at tahoe ski area),,sphere,90
10/1/1992,17:30,dublin (near warner robins),us,triangle,1200
10/1/1992,18:00,springfield,us,egg,90
10/1/1992,19:00,longview,us,unknown,20
10/1/1993,02:00,tempe,us,triangle,900
10/1/1993,20:00,delaware,us,light,7200
10/1/1993,20:00,pryor,us,light,1800
10/1/1994,11:30,pawnee,us,triangle,1200
10/1/1994,13:13,new york city,us,disk,15
10/1/1994,17:00,tylertown/mccomb (between; on hwy. 98 ),,changing,1200
10/1/1994,20:00,chicopee,us,changing,300
10/1/1994,20:00,santa barbara,us,triangle,3
10/1/1994,21:00,warsaw,us,cigar,600
10/1/1994,23:00,las vegas,us,circle,5
10/1/1994,23:30,fredericksburg,us,disk,300
10/1/1995,12:00,iowa city,us,,20
10/1/1995,14:00,lake oswego,us,,5
10/1/1995,16:30,lake oswego,us,,90
10/1/1995,17:00,ashland,us,disk,300
10/1/1995,18:30,williamsburg,us,rectangle,600
10/1/1995,21:00,taunton (near) (uk/england),gb,light,60
10/1/1995,22:00,tinley park,us,other,20
10/1/1995,22:00,wantagh,us,triangle,60
10/1/1995,22:30,austin,us,,5400
10/1/1995,23:00,dover,us,triangle,600
10/1/1996,01:00,lake berryessa,,sphere,15
10/1/1996,01:00,west houston (greenridge @ westiemer rd.; near galleria),us,formation,30
10/1/1996,05:30,bainbridge,us,triangle,180
10/1/1996,08:00,new york city (manhattan),us,oval,300
10/1/1996,17:00,cupertino,us,sphere,600
10/1/1996,18:00,safford,us,sphere,30
10/1/1996,22:30,the woodlands,us,fireball,180
10/1/1997,00:00,bemidji,us,triangle,600
10/1/1997,01:20,garland,us,rectangle,40
10/1/1997,03:00,jefferson,us,other,300
10/1/1997,08:00,oregon (rural),,rectangle,20
10/1/1997,09:00,charlotte,us,cigar,120
10/1/1997,19:00,green bay,us,light,1200
10/1/1997,19:00,pelzer,us,triangle,180
10/1/1997,21:00,hyannis,us,triangle,60
10/1/1997,21:30,bourbonnais,us,triangle,60
10/1/1997,21:30,oakland,us,light,60
10/1/1997,21:55,martinsville,us,other,300
10/1/1997,22:00,summerville,us,triangle,1200
10/1/1997,23:15,lakeland,us,light,60
10/1/1998,00:00,logan,us,triangle,120
10/1/1998,00:10,portland,us,light,5
10/1/1998,01:30,st. paul,us,fireball,5
10/1/1998,02:00,nisqually,us,disk,180
10/1/1998,04:30,rio rancho,us,fireball,120
10/1/1998,05:30,bayfield,us,light,1800
10/1/1998,10:00,san francisco,us,sphere,420
10/1/1998,13:30,elgin,us,disk,1200
10/1/1998,16:00,del mar,us,fireball,4
10/1/1998,18:50,la jolla (over),us,fireball,7
10/1/1998,18:56,manchester,us,oval,120
10/1/1998,21:00,clarinda,us,triangle,60
10/1/1998,21:00,warrington (uk/england),gb,fireball,8
10/1/1998,21:02,mt sterling,,formation,900
10/1/1998,21:15,ipava,us,triangle,900
10/1/1998,23:10,mosinee,us,other,300
10/1/1999,00:30,san antonio,us,fireball,30
10/1/1999,01:00,oak brook,us,light,60
10/1/1999,04:00,portland,us,light,25
10/1/1999,04:40,elyria,us,triangle,300
10/1/1999,17:00,new york city (manhattan),us,unknown,5
10/1/1999,18:12,norman,us,cigar,120
10/1/1999,19:00,las vegas,us,light,15
10/1/1999,19:00,nellis air force base (50-100 miles east of),,light,180
10/1/1999,20:00,miami,us,unknown,25
10/1/1999,22:05,independence,us,chevron,15
10/1/1999,23:00,blankenberge (belgium),,formation,10
10/1/2000,01:00,vaughn,us,formation,540
10/1/2000,01:30,sturgis,us,disk,600
10/1/2000,09:00,markham (canada),ca,cigar,600
10/1/2000,13:00,yangtzee river (china),,disk,900
10/1/2000,14:00,madera,us,light,120
10/1/2000,18:00,stockton,us,sphere,180
10/1/2000,19:40,chandler,us,cigar,20
10/1/2000,20:00,belmont,us,unknown,15
10/1/2000,20:00,prineville,us,unknown,3600
10/1/2000,20:00,tillicoultry (central scotland) (uk/scotland),gb,triangle,60
10/1/2000,20:00,wheaton,us,triangle,300
10/1/2000,21:00,orange park,us,other,10
10/1/2000,21:30,colorado springs,us,light,300
10/1/2000,21:30,maryville,us,light,30
10/1/2000,22:00,healesville. victoria (australia),,light,40
10/1/2000,22:00,jackson,us,triangle,120
10/1/2000,23:15,jones beach,us,diamond,900
10/1/2001,01:05,seattle,us,,1
10/1/2001,19:00,kansas city,us,light,900
10/1/2001,20:30,houghton lake,us,triangle,300
10/1/2001,20:35,greene,us,oval,10
10/1/2001,21:00,interstate 5 or tributary between vasilia and sacrammento,,triangle,300
10/1/2001,21:00,lafayette,us,changing,180
10/1/2001,22:00,lynden,us,light,30
10/1/2001,22:30,albany,us,flash,2
10/1/2001,24:00,chulucanas-piura la vieja (peru),,other,6312000
10/1/2002,00:30,courtland,us,circle,1
10/1/2002,00:30,hong kong,,formation,1800
10/1/2002,03:00,oakland,us,oval,420
10/1/2002,05:30,everson,us,other,5
10/1/2002,05:30,port townsend,us,fireball,10
10/1/2002,05:30,snohomish,us,sphere,3
10/1/2002,05:30,sumner,us,circle,330
10/1/2002,05:35,pueblo,us,triangle,15
10/1/2002,05:35,seattle,us,unknown,1
10/1/2002,05:42,seattle,us,teardrop,3
10/1/2002,05:43,seattle,us,other,2
10/1/2002,05:45,kent,us,unknown,10
10/1/2002,05:45,lynnwood,us,fireball,5
10/1/2002,05:45,rainier,us,light,240
10/1/2002,06:30,monroe,us,light,1200
10/1/2002,06:30,natrona heights&#44 new kensington,,light,7200
10/1/2002,07:30,kingston,us,cigar,600
10/1/2002,09:00,germantown,us,cigar,180
10/1/2002,13:35,karavostasi (greece),,cross,60
10/1/2002,14:00,winslow,us,other,1800
10/1/2002,15:00,athol,us,teardrop,300
10/1/2002,16:00,grants,us,fireball,10
10/1/2002,17:56,port hadlock,us,fireball,5
10/1/2002,18:00,orlando,us,other,4
10/1/2002,19:20,new york city (staten island),us,egg,300
10/1/2002,19:50,new york city (staten island),us,light,900
10/1/2002,20:30,castro valley,us,other,1200
10/1/2002,22:00,edmonds,us,unknown,60
10/1/2002,22:30,riverton,us,unknown,120
10/1/2002,23:20,new york city,us,changing,180
10/1/2003,00:00,saco,us,circle,120
10/1/2003,00:20,redmond,us,light,2
10/1/2003,02:00,peterborough (canada),ca,unknown,30
10/1/2003,05:40,long beach (sports arena),us,other,600
10/1/2003,16:00,hartland,us,unknown,120
10/1/2003,18:15,perry township,,cigar,1200
10/1/2003,20:05,san diego,us,unknown,240
10/1/2003,21:00,bellevue,us,light,10
10/1/2003,21:00,rye,us,sphere,2
10/1/2003,21:30,oologah,us,other,600
10/1/2003,22:00,granville,us,circle,5
10/1/2003,22:30,quesnel (canada),ca,other,120
10/1/2003,22:40,slocan park (canada),,light,2
10/1/2003,23:00,circleville,us,light,600
10/1/2004,16:00,eureka,us,unknown,720
10/1/2004,17:00,las vegas,us,cylinder,2
10/1/2004,20:00,albuquerque,us,oval,3600
10/1/2004,20:27,richmond,us,triangle,300
10/1/2004,20:50,tucson,us,unknown,1
10/1/2004,22:20,sebastian inlet (north of),,other,3
10/1/2004,23:00,dunstable (uk/england),gb,fireball,300
10/1/2004,23:00,sidney,us,sphere,14400
10/1/2004,23:15,saskatoon (canada),ca,circle,7
10/1/2005,00:00,evergreen park/tinley park/orland park,,light,9000
10/1/2005,00:00,harrisburg,us,light,2400
10/1/2005,00:00,oak forest,us,circle,3600
10/1/2005,00:30,oak forest,us,light,3600
10/1/2005,00:40,orland park,us,diamond,2700
10/1/2005,00:53,tinley park,us,circle,1200
10/1/2005,00:55,midlothian/posen,,light,900
10/1/2005,00:57,orland park,us,light,420
10/1/2005,00:57,orland park,us,light,6
10/1/2005,01:00,midlothian,us,light,1500
10/1/2005,01:00,oak forest,us,changing,600
10/1/2005,01:00,oak forest,us,light,600
10/1/2005,01:00,posen/midlothian,,formation,900
10/1/2005,01:00,tinley park,us,circle,600
10/1/2005,01:00,tinley park,us,circle,600
10/1/2005,01:00,tinley park,us,formation,1200
10/1/2005,01:00,tinley park,us,triangle,1800
10/1/2005,01:00,tinley park,us,triangle,900
10/1/2005,01:03,oak forest,us,light,1200
10/1/2005,01:08,evergreen park,us,light,480
10/1/2005,01:10,alsip,us,light,480
10/1/2005,01:10,crestwood,us,light,300
10/1/2005,01:10,cuyahoga falls,us,other,7
10/1/2005,01:10,hillside,us,changing,7
10/1/2005,01:10,manhattan,us,triangle,10
10/1/2005,01:10,oak forest,us,cylinder,7200
10/1/2005,01:10,oak forest,us,light,1800
10/1/2005,01:10,oak forest,us,unknown,60
10/1/2005,03:00,posen,us,light,1200
10/1/2005,06:30,greenup,us,circle,30
10/1/2005,08:22,homestead,us,light,300
10/1/2005,09:30,albuquerque,us,disk,600
10/1/2005,12:00,lake worth,us,sphere,180
10/1/2005,15:00,phoenix,us,oval,180
10/1/2005,17:00,los angeles,us,formation,1500
10/1/2005,18:00,west palm beach,us,teardrop,60
10/1/2005,19:00,winnamac,,triangle,15
10/1/2005,19:58,rogers,us,triangle,1020
10/1/2005,20:05,liberty hill,us,light,900
10/1/2005,20:05,san jose,us,chevron,600
10/1/2005,20:08,hamilton (canada),ca,light,15
10/1/2005,20:30,napa,us,unknown,1200
10/1/2005,21:30,laurelville,us,unknown,300
10/1/2005,21:30,oklahoma city,us,light,2700
10/1/2005,21:35,buxton (uk/england),gb,light,240
10/1/2005,22:00,central lake,us,unknown,1500
10/1/2005,22:30,portage la prairie (canada0,,other,30
10/1/2005,23:00,tinley park,us,light,120
10/1/2006,01:00,jones,us,oval,5
10/1/2006,01:00,rio rancho,us,oval,3
10/1/2006,01:20,bursa (turkey),,teardrop,3
10/1/2006,01:30,irving,us,circle,2
10/1/2006,02:20,montebello,us,other,300
10/1/2006,06:00,iraq,,triangle,15
10/1/2006,12:30,new york city (bronx),us,rectangle,120
10/1/2006,14:00,mt. pleasant,us,circle,240
10/1/2006,14:00,plainfield,us,oval,300
10/1/2006,15:05,thompson,us,cigar,3600
10/1/2006,16:50,obrien,,other,120
10/1/2006,17:00,algona,us,unknown,3600
10/1/2006,17:00,onion creek,us,chevron,60
10/1/2006,18:30,west greenwhich,,disk,28800
10/1/2006,19:20,monkton,us,oval,480
10/1/2006,19:45,las vegas,us,fireball,600
10/1/2006,19:48,austin,us,,4
10/1/2006,20:18,fall city,us,fireball,2
10/1/2006,20:19,orchards,us,fireball,1
10/1/2006,20:24,pullman,us,circle,1
10/1/2006,20:34,seattle,us,teardrop,12
10/1/2006,21:00,orchard park,us,unknown,37800
10/1/2006,21:00,sandrock,,unknown,600
10/1/2006,21:00,seattle,us,light,20
10/1/2006,21:15,roseville,us,sphere,600
10/1/2006,21:35,tin cup,,changing,10
10/1/2006,22:00,santa fe,us,fireball,20
10/1/2006,22:15,phoenix and saguaro lake,,light,2
10/1/2006,22:18,winslow,us,fireball,15
10/1/2006,23:00,cuchara,us,,60
10/1/2006,23:00,glorieta,us,changing,2
10/1/2006,23:00,silver city,us,light,180
10/1/2006,23:00,wide ruins,us,cylinder,120
10/1/2006,23:15,boulder,us,oval,30
10/1/2006,23:15,canon city,us,light,240
10/1/2006,23:15,cerrillos,,changing,45
10/1/2006,23:15,denver,us,circle,30
10/1/2006,23:15,edwards/vail (between),,formation,180
10/1/2006,23:15,fairplay,us,unknown,30
10/1/2006,23:15,hartsel,us,fireball,60
10/1/2006,23:15,mccoy,us,light,75
10/1/2006,23:15,pueblo west,us,sphere,10
10/1/2006,23:15,santa fe,us,light,45
10/1/2006,23:15,taos,us,formation,150
10/1/2006,23:17,cascade,us,circle,15
10/1/2006,23:20,boulder (foothills of),us,sphere,6
10/1/2006,23:20,cripple creek,us,fireball,15
10/1/2006,23:20,grand junction (15-20 miles,,light,60
10/1/2006,23:20,raton,us,formation,30
10/1/2006,23:20,raton,us,formation,60
10/1/2006,23:20,sedalia,us,formation,30
10/1/2006,23:20,silverthorne,us,light,10
10/1/2006,23:27,monument,us,other,10
10/1/2006,23:30,pueblo west,us,light,300
10/1/2006,23:32,farmington,us,light,14
10/1/2006,23:40,san antonio,us,circle,20
10/1/2007,00:00,escondido,us,diamond,120
10/1/2007,00:00,los angeles,us,flash,900
10/1/2007,00:02,dayton,us,oval,5
10/1/2007,01:00,barrie (canada),ca,circle,60
10/1/2007,02:00,adelaide  (south australia),au,oval,300
10/1/2007,02:30,sautee nacoochee,,light,10800
10/1/2007,09:50,charlotte,us,light,1200
10/1/2007,13:00,litchfield,us,oval,2
10/1/2007,17:10,granville,us,sphere,120
10/1/2007,19:00,beulaville,us,triangle,5
10/1/2007,20:00,ewa beach,us,light,600
10/1/2007,20:00,north battleford (canada),ca,disk,60
10/1/2007,20:00,tryon,us,light,10
10/1/2007,21:00,ballinger,us,unknown,300
10/1/2007,21:00,deer park,us,other,240
10/1/2007,21:00,sanford,us,triangle,120
10/1/2007,22:30,dublin,us,flash,2
10/1/2008,00:00,conway,us,triangle,600
10/1/2008,00:24,kuala lumpur (malaysia),,disk,300
10/1/2008,01:00,bryan,us,cylinder,120
10/1/2008,01:00,merrick,us,disk,5
10/1/2008,05:00,huntington,us,cylinder,600
10/1/2008,06:20,lynchburg,us,light,30
10/1/2008,09:00,lanagan,us,light,900
10/1/2008,09:45,dallas,us,oval,300
10/1/2008,11:00,pell city,us,cigar,300
10/1/2008,19:00,warwick,us,circle,600
10/1/2008,19:12,bonham,us,egg,300
10/1/2008,19:40,delta (canada),ca,disk,5
10/1/2008,20:00,cabazon,us,light,1200
10/1/2008,20:00,glenrock,us,unknown,1200
10/1/2008,20:00,marysville,us,circle,1800
10/1/2008,20:00,texas city,us,other,2
10/1/2008,20:00,wilson,us,circle,600
10/1/2008,20:03,idaho falls,us,light,15
10/1/2008,20:45,leavenworth,us,light,120
10/1/2008,20:45,renton,us,light,600
10/1/2008,21:00,wellington,us,light,120
10/1/2008,21:00,yerevan (armenia),,unknown,60
10/1/2008,21:30,lacey,us,unknown,4
10/1/2008,22:00,garrett,us,triangle,4
10/1/2008,22:30,arlington,us,sphere,600
10/1/2008,22:45,sunnyvale,us,other,20
10/1/2008,22:55,kingsport,us,triangle,3
10/1/2009,00:00,grafton,,light,20
10/1/2009,04:30,hogansville,us,disk,10
10/1/2009,08:00,pawtucket,us,cylinder,600
10/1/2009,09:00,canton,us,triangle,3600
10/1/2009,15:38,whitefield,us,light,2
10/1/2009,18:00,memphis,us,oval,300
10/1/2009,19:00,grafton,,sphere,120
10/1/2009,20:00,providence,us,disk,300
10/1/2009,20:30,beaver,us,light,10800
10/1/2009,22:30,belmont,us,triangle,120
10/1/2009,23:00,belleview,us,circle,600
10/1/2009,23:00,fairfield,us,light,20
10/1/2010,00:00,delray beach,us,other,180
10/1/2010,06:25,aripeka,us,light,8
10/1/2010,08:03,james island,,triangle,120
10/1/2010,08:30,middleton,us,other,180
10/1/2010,09:30,spotsylvania,us,circle,1800
10/1/2010,10:20,sterling heights/utica border,,sphere,300
10/1/2010,12:16,waxahachie,us,disk,1
10/1/2010,16:30,dallas,us,other,15
10/1/2010,18:30,strasburg,us,cigar,300
10/1/2010,19:45,fayetteville,us,light,300
10/1/2010,20:45,brunswick,us,triangle,600
10/1/2010,21:00,arlington,us,oval,300
10/1/2010,21:00,saskatoon (canada),ca,changing,60
10/1/2010,23:00,corona,us,unknown,30
10/1/2010,23:00,rock spring,us,light,300
10/1/2011,00:00,cabot/lonoke,,circle,3600
10/1/2011,00:00,staten island (over),,unknown,600
10/1/2011,00:53,thunder bay (canada),ca,other,5
10/1/2011,05:30,alligator point,,unknown,7200
10/1/2011,06:00,san benito,us,triangle,10
10/1/2011,09:30,brownwood,us,unknown,1500
10/1/2011,13:00,clinton,us,circle,300
10/1/2011,16:00,goshen,us,oval,60
10/1/2011,17:00,carrieres sous poissy (france),,cigar,180
10/1/2011,20:00,linn (outside of),us,unknown,5
10/1/2011,20:00,wilmington,us,triangle,300
10/1/2011,20:15,cincinnati,us,sphere,900
10/1/2011,20:30,palatine,us,light,90
10/1/2011,21:00,hamburg,us,light,300
10/1/2011,21:20,carlsbad,us,fireball,10
10/1/2011,21:43,kansas city,us,fireball,45
10/1/2011,21:43,kansas city,us,fireball,60
10/1/2011,21:50,tenino,us,light,180
10/1/2011,22:00,mccomb,us,rectangle,10
10/1/2011,23:00,greenville area,,light,14400
10/1/2011,23:11,conyers,us,light,3600
10/1/2011,23:30,captiva island,,fireball,60
10/1/2011,23:41,bluffton,,unknown,20
10/1/2011,23:57,homestead,us,formation,35
10/1/2012,01:00,richmond,us,unknown,300
10/1/2012,01:50,colorado springs,us,light,9
10/1/2012,02:00,surprise,us,light,9
10/1/2012,06:30,sarasota,us,formation,10
10/1/2012,08:30,hawthorne/los angeles,,circle,420
10/1/2012,09:00,vinton/roanoke,,other,600
10/1/2012,11:20,welland (canada),ca,fireball,2700
10/1/2012,17:30,port hueneme,us,light,1800
10/1/2012,19:30,hinsdale,us,fireball,180
10/1/2012,20:00,eugene,us,light,180
10/1/2012,20:00,fontana,us,fireball,900
10/1/2012,20:00,racine,us,other,900
10/1/2012,20:00,sunfield,us,unknown,300
10/1/2012,20:10,capitola,us,light,60
10/1/2012,22:30,sauk centre,us,triangle,2700
10/1/2012,23:00,huntington,us,fireball,180
10/1/2012,24:00,novi,us,triangle,300
10/1/2013,03:00,colorado springs,us,triangle,5400
10/1/2013,06:35,bel air,us,flash,4
10/1/2013,07:40,bakersfield,us,circle,30
10/1/2013,08:38,furlong,,other,120
10/1/2013,09:00,boulder/niwot,,disk,300
10/1/2013,09:42,cobb mountain,,fireball,1500
10/1/2013,09:43,muncie,us,triangle,7200
10/1/2013,12:30,pittsburgh,us,unknown,60
10/1/2013,12:30,pittsburgh,us,unknown,60
10/1/2013,12:40,lincoln,,light,4
10/1/2013,18:30,boulder,us,light,240
10/1/2013,19:15,thibodaux,us,unknown,300
10/1/2013,19:20,webster,us,sphere,1800
10/1/2013,19:25,southwest ranches,us,light,300
10/1/2013,20:00,tampa,us,light,3600
10/1/2013,21:30,cumming,us,fireball,1200
10/1/2013,21:40,sneedville,us,circle,90
10/1/2013,22:10,white lake,us,unknown,900
10/1/2013,22:30,waterloo,us,triangle,60
10/1/2013,22:45,middle island (long island),us,fireball,1200
10/1/2013,23:00,london (uk/england),gb,fireball,30
10/1/2013,23:30,arlington,us,unknown,600
10/12/1965,12:00,pittsburgh,us,circle,120
10/12/1965,13:00,pittsburgh,us,disk,60
10/12/1967,01:45,viet nam (jungles of),,other,3600
10/12/1971,22:00,menands (albany),us,chevron,180
10/12/1973,19:00,birmingham (just south of),us,disk,900
10/12/1975,01:00,perth (w. of; southern cross) (western australia),au,fireball,900
10/12/1976,23:00,emporia,us,disk,300
10/12/1978,21:00,dyersburg,us,triangle,7200
10/12/1978,23:00,alpine,us,circle,7200
10/12/1979,00:45,barnegat,us,rectangle,900
10/12/1982,05:30,pearlington,us,light,20
10/12/1982,05:30,pearlington,us,light,29
10/12/1985,23:45,swansboro,us,disk,300
10/12/1988,16:30,melbourne (vic&#44 australia),au,cigar,900
10/12/1994,11:55,schenectady,us,other,120
10/12/1994,15:00,monticello,us,chevron,120
10/12/1994,21:00,okeechobee,us,disk,120
10/12/1995,20:30,pueblo,us,triangle,10
10/12/1997,10:30,poole (uk/england),gb,other,60
10/12/1997,18:30,huntington beach,us,sphere,20
10/12/1997,19:00,white tank mountains,,light,1200
10/12/1997,21:51,kenner (34th st.),us,disk,1260
10/12/1997,22:30,chicago,us,light,300
10/12/1997,23:00,franklin,us,other,15
10/12/1998,02:00,miami twp.,,other,1200
10/12/1998,04:00,lincoln,us,egg,11
10/12/1998,07:00,murray,us,light,300
10/12/1998,19:00,asheville,us,fireball,1800
10/12/1998,19:00,asheville,us,light,2400
10/12/1999,01:30,missoula,us,triangle,60
10/12/1999,05:11,albany,us,fireball,120
10/12/1999,09:00,miami,us,oval,120
10/12/1999,10:30,jersey,,disk,180
10/12/1999,12:07,breezewood,us,fireball,3600
10/12/1999,17:15,scottsdale,us,cigar,600
10/12/1999,20:00,palominas (near ft. huachuca),us,triangle,600
10/12/1999,21:33,minnesota (central&#44 rural),,chevron,90
10/12/1999,21:35,port townsend,us,triangle,300
10/12/1999,22:00,phoenix,us,fireball,600
10/12/1999,22:15,tulsa,us,other,30
10/12/1999,23:00,little falls (north of),us,formation,3600
10/12/1999,23:00,norwark,,fireball,60
10/12/2000,08:00,breckenridge,us,other,300
10/12/2000,11:09,la serena (vi&ntilde;a del mar) (chile),,formation,7620
10/12/2000,15:00,mountain city,us,disk,30
10/12/2000,17:40,new haven,us,disk,6
10/12/2000,18:00,belmont,us,cigar,600
10/12/2000,18:45,gilbert/mesa/chandler,,light,2100
10/12/2000,18:59,gilbert,us,oval,1080
10/12/2000,19:00,gilbert,us,unknown,900
10/12/2000,19:30,tulsa,us,fireball,60
10/12/2000,20:08,brixham&#44 devon (uk/england),,light,600
10/12/2000,21:30,buckeye,us,light,300
10/12/2001,01:30,miami (kendall),us,circle,1200
10/12/2001,05:30,miami,us,disk,1200
10/12/2001,15:40,denver,us,disk,120
10/12/2001,18:30,phoenix,us,formation,120
10/12/2001,19:40,sainte-suzanne (near switzerland) (france),,other,2
10/12/2001,20:30,cannock (uk/england),gb,triangle,10
10/12/2001,23:08,eagle river,us,other,10
10/12/2002,11:00,san leandro,us,disk,600
10/12/2002,11:00,winfield,us,circle,600
10/12/2002,14:40,san francisco,us,unknown,180
10/12/2002,15:49,tinton falls,us,light,900
10/12/2002,18:00,prescott,us,formation,600
10/12/2002,19:10,renton,us,disk,3
10/12/2002,19:13,australia (rural),,other,420
10/12/2002,19:30,rose lake,us,light,600
10/12/2002,19:45,rotherham (uk/england),gb,light,120
10/12/2002,20:00,paris,us,triangle,300
10/12/2002,20:10,boca raton,us,light,300
10/12/2002,20:45,paris,us,triangle,300
10/12/2002,23:45,langley (canada),ca,triangle,30
10/12/2003,00:00,acton/aqua dulce,,circle,10
10/12/2003,02:00,albany,us,unknown,30
10/12/2003,02:00,antioch,us,circle,1500
10/12/2003,13:08,auburn,us,fireball,600
10/12/2003,18:25,rosamond,us,other,480
10/12/2003,18:30,south bend,us,other,600
