date,time,city,country,shape,duration (seconds)
12/3/2011,18:59,springboro,us,fireball,60
12/3/2011,19:00,dayton,us,light,300
12/3/2011,19:15,weaverville,us,circle,600
12/3/2011,19:30,vienna,us,light,5
12/3/2011,21:35,jacksonville beach,us,triangle,15
12/3/2011,22:13,new albany,us,triangle,120
12/3/2011,22:15,sherwood,us,light,360
12/3/2011,23:35,pointplace,,fireball,35
1/23/2012,00:00,shanghi (china),,circle,240
12/3/2012,02:30,miami,us,light,180
1/23/2012,03:00,west virginia,,other,420
12/3/2012,03:24,thousand oaks,us,flash,1800
12/3/2012,05:25,birmingham,us,sphere,180
1/23/2012,07:50,bath,us,light,900
12/3/2012,14:20,cypress,us,other,15
12/3/2012,16:40,pensacola,us,light,60
12/3/2012,17:00,binghamton,us,light,600
12/3/2012,17:00,little rock,us,cigar,15
12/3/2012,17:01,wrentham,us,teardrop,180
12/3/2012,17:30,fredericksburg,us,changing,300
1/23/2012,19:15,hilo,us,oval,120
12/3/2012,19:15,kearns,us,light,600
1/23/2012,19:30,anchorage,us,sphere,120
1/23/2012,19:30,dallas,us,fireball,60
12/3/2012,20:00,goshen,us,fireball,20
1/23/2012,20:10,bradford (west yorkshire) (uk/england),gb,circle,60
1/23/2012,20:10,bradford (west yorkshire) (uk/england),gb,circle,60
12/3/2012,21:45,scituate,us,light,2700
1/23/2013,00:36,londonderry,us,rectangle,50
12/3/2013,01:45,port huron,us,sphere,7200
12/3/2013,04:42,kaysville,us,sphere,180
1/23/2013,07:10,louisville,us,circle,2
1/23/2013,07:15,kennewick,us,oval,30
12/3/2013,10:00,dripping springs,us,cigar,480
12/3/2013,17:00,gainesville,us,light,120
12/3/2013,17:00,kissimme,,circle,600
12/3/2013,17:15,richmond,us,light,2
12/3/2013,17:30,lehigh acres,us,fireball,900
12/3/2013,17:30,lehigh,,fireball,900
12/3/2013,17:35,glen st. mary,,fireball,300
12/3/2013,17:40,lakeland,us,light,420
12/3/2013,17:40,lake worth,us,fireball,180
12/3/2013,17:40,lake worth,us,fireball,60
12/3/2013,17:40,pompano beach,us,changing,360
12/3/2013,17:44,lake worth,us,formation,300
12/3/2013,17:50,trinity,us,fireball,60
1/23/2013,18:00,bedford,us,light,5
1/23/2013,18:00,nashua,us,fireball,3
12/3/2013,18:00,royal palm beach,us,teardrop,180
1/23/2013,18:05,laval (canada),ca,oval,5
12/3/2013,18:15,burtonsville,us,light,1800
12/3/2013,18:42,sebastian,us,fireball,180
1/23/2013,18:45,la marque,us,cigar,30
12/3/2013,18:45,lehigh acres,us,fireball,60
12/3/2013,19:00,arlington,us,sphere,2700
12/3/2013,19:15,captiva,us,fireball,20
12/3/2013,19:45,clermont,us,circle,120
12/3/2013,20:00,tucson,us,light,5
12/3/2013,21:45,talent,us,unknown,60
12/3/2013,22:00,medford,us,circle,1800
1/23/2014,00:05,tabernacle,us,unknown,240
1/23/2014,02:00,huntsville,us,triangle,120
1/23/2014,07:40,walnut creek/concord,,unknown,60
1/23/2014,08:30,dehradun (india),,diamond,5
1/23/2014,12:00,raleigh,us,disk,3
1/23/2014,13:00,hudson,us,circle,1200
1/23/2014,15:15,greenfield,us,light,180
1/23/2014,17:30,arbuckle,us,sphere,1200
1/23/2014,17:35,farmington,us,oval,240
1/23/2014,19:00,ellisville,us,triangle,120
1/23/2014,19:00,saginaw,us,triangle,120
1/23/2014,19:30,maricopa,us,unknown,1200
1/23/2014,20:14,rutland,us,oval,240
1/23/2014,20:15,lacrosse,,oval,600
1/23/2014,20:30,phoenix,us,circle,1500
1/23/2014,20:50,salome,us,light,120
1/23/2014,21:35,oviedo,us,fireball,180
1/23/2014,21:45,vero beach,us,fireball,60
1/23/2014,22:00,clackamas,us,light,300
1/23/2014,22:00,conyers,us,sphere,5
1/23/2014,22:00,miami,us,fireball,60
1/23/2014,22:34,ste-brigitte de laval (canada),,sphere,3600
1/23/2014,23:00,fort washakie,us,light,3600
1/23/2014,23:40,noblesville,us,triangle,300
1/24/1970,20:15,denver/golden (between),,cigar,1200
1/24/1974,22:00,pawtucket,us,disk,3600
1/24/1974,24:00,pawtucket,us,disk,3600
12/4/1976,14:00,hull (uk/england),gb,egg,1200
12/4/1979,20:00,burnley (uk/england),gb,teardrop,120
1/24/1984,00:00,kirkland,us,circle,1200
12/4/1984,20:00,emporium,us,circle,3600
12/4/1989,01:55,bushnell,us,triangle,300
12/4/1994,11:00,tampico&#44 tamaulipas (mexico),,formation,900
1/24/1994,22:00,los angeles,us,disk,300
12/4/1995,02:00,deming,us,changing,3600
12/4/1995,02:14,seattle,us,light,2
1/24/1995,04:42,lebanon,us,,6480
1/24/1995,21:00,midland,us,,20
1/24/1995,21:15,san angelo,us,,9
12/4/1995,22:16,geneva,us,,1500
12/4/1996,02:00,peshawar (pakistan),,fireball,120
1/24/1997,19:00,alta,us,other,10800
1/24/1998,05:45,kaneohe,us,triangle,18000
1/24/1998,09:30,san bernardino,us,sphere,1800
1/24/1998,15:20,leander,us,cylinder,1200
1/24/1998,15:30,tucson,us,light,360
1/24/1998,18:25,orange park (outside jacksonville),us,unknown,60
1/24/1998,21:28,cape coral,us,diamond,2400
12/4/1998,22:25,stanford,us,light,15
12/4/1999,02:00,deming,us,changing,3600
12/4/1999,04:45,glasgow (uk/scotland),gb,light,120
12/4/1999,11:00,new york city (bronx),us,light,120
12/4/1999,15:30,shanghai (china),,cylinder,7200
1/24/1999,20:00,portland,us,oval,120
1/24/2000,01:10,hull (the quadrant estate) (uk/england),gb,changing,1200
12/4/2000,07:30,schnecksville,us,teardrop,15
1/24/2000,13:00,mammoth lakes,us,disk,60
12/4/2000,14:30,auburn,us,unknown,3
12/4/2000,19:00,beaverton,us,triangle,20
12/4/2000,19:00,pomona,us,flash,1200
12/4/2000,21:40,north tonawanda,us,other,900
12/4/2001,19:00,santa ana/garden grove,,oval,60
12/4/2001,20:40,new york city (staten island),us,light,2
12/4/2001,21:00,anaheim,us,formation,20
12/4/2001,22:34,colombo (sri lanka),,diamond,60
1/24/2001,24:00,north pole,us,disk,10
12/4/2002,01:00,monterrey (mexico) (outside city&#44 on large highway),,,600
1/24/2002,03:56,binghamton,us,light,240
12/4/2002,06:30,galesburg area,,other,180
1/24/2002,14:00,del mar,us,disk,180
12/4/2002,16:00,gainesville,us,egg,40
1/24/2002,17:00,whitetail,us,flash,3
12/4/2002,18:00,west molesey (uk/england),gb,light,180
1/24/2002,18:30,flagstaff,us,triangle,600
1/24/2002,19:45,san francisco,us,formation,2
1/24/2002,20:30,claymont,us,circle,300
1/24/2002,20:30,jacksonville,us,diamond,20
1/24/2002,21:30,malvern,us,triangle,2100
12/4/2002,22:00,glen rock,us,other,600
1/24/2002,22:20,lebanon,us,triangle,600
1/24/2003,01:30,modesto (west of),us,other,1200
12/4/2003,03:00,sydney (nsw&#44 australia),au,unknown,60
1/24/2003,03:20,stoke-on-trent (uk/england),gb,disk,180
12/4/2003,05:00,whitehouse station,us,circle,2
1/24/2003,08:30,anchorage,us,circle,1800
1/24/2003,10:00,prescot,,circle,1200
12/4/2003,11:00,caledonia (canada),ca,light,10
12/4/2003,16:30,deming,us,other,2700
1/24/2003,18:00,windham,us,unknown,30
1/24/2003,18:13,kingston (canada),ca,triangle,120
1/24/2003,18:15,fort smith,us,circle,60
1/24/2003,18:35,dover (uk/england),gb,diamond,30
1/24/2003,18:51,natchitoches,us,light,300
12/4/2003,21:00,dartmouth (canada),ca,unknown,60
1/24/2003,21:00,winnipeg (canada),ca,unknown,1800
12/4/2003,21:15,scottsdale,us,cigar,7200
12/4/2003,22:00,crawford,us,other,600
1/24/2003,23:35,san rafael,us,triangle,120
12/4/2004,00:45,pittsburgh,us,light,60
12/4/2004,11:40,santa monica,us,light,900
1/24/2004,14:00,london (uk/england),gb,triangle,120
1/24/2004,15:30,greensboro,us,disk,180
1/24/2004,19:40,san diego,us,cigar,300
12/4/2004,20:30,burlington (south of),us,triangle,1200
12/4/2004,21:00,rockford,us,diamond,120
12/4/2004,21:00,tipton,us,light,1800
1/24/2004,21:00,victorville,us,unknown,10
12/4/2004,21:08,hialeah,us,oval,2
12/4/2004,22:13,elmhurst,us,light,900
1/24/2004,22:30,columbus,us,oval,20
12/4/2004,23:00,geelong (australia),au,light,300
12/4/2004,23:00,kansas city,us,other,180
12/4/2004,23:30,sutherland,us,light,1800
12/4/2004,24:00,leicester (uk/england),gb,light,25
12/4/2004,24:00,papillion,us,other,3
12/4/2005,01:30,murtoa (australia),au,light,1
12/4/2005,02:46,mesa,us,light,3
1/24/2005,07:00,newtown,us,circle,10
1/24/2005,08:56,maryville,us,other,40
12/4/2005,11:45,west los angeles,us,light,3600
1/24/2005,15:42,maui,,fireball,1
1/24/2005,17:45,arden,us,light,45
1/24/2005,20:10,lake wales (east of ),us,disk,600
1/24/2005,20:10,lake wales (east of),us,formation,480
12/4/2005,21:00,fairless hills,us,chevron,45
1/24/2005,22:45,wimberley,us,light,2
1/24/2005,22:50,san antonio,us,light,2
1/24/2006,01:00,stanwood,us,light,5400
1/24/2006,02:00,perth (australia),au,,1200
1/24/2006,02:30,willow creek,us,light,120
12/4/2006,03:00,los angeles,us,rectangle,900
12/4/2006,04:00,clarksville,us,oval,120
12/4/2006,07:00,apache junction,us,disk,900
12/4/2006,12:25,hicksville,us,other,15
1/24/2006,15:30,sunrise beach village,us,unknown,120
1/24/2006,17:30,charlotte,us,light,60
1/24/2006,18:30,bunker,us,triangle,30
12/4/2006,19:00,trinity,us,circle,30
1/24/2006,20:00,washington,us,disk,900
1/24/2006,22:01,new york city (staten island),us,diamond,3600
1/24/2006,23:15,oroville,us,teardrop,45
12/4/2007,01:00,burbank,us,light,5
12/4/2007,01:45,las vegas,us,unknown,2
12/4/2007,02:30,north las vegas,us,fireball,4
12/4/2007,05:00,san antonio,us,unknown,3600
1/24/2007,08:00,mauldin,us,fireball,5
12/4/2007,08:05,tyler,us,unknown,600
1/24/2007,11:46,tacoma,us,triangle,120
1/24/2007,12:10,bunn,us,cigar,300
1/24/2007,12:25,ottawa (canada),ca,cylinder,240
1/24/2007,16:48,spokane,us,triangle,60
1/24/2007,16:48,spokane,us,triangle,60
12/4/2007,17:00,current,,unknown,2700
1/24/2007,17:00,fort worth,us,triangle,1800
12/4/2007,17:00,medellin (colombia),,disk,540
12/4/2007,17:20,window rock,us,oval,5
1/24/2007,18:00,exeter,us,changing,900
1/24/2007,19:00,asheville,us,unknown,14400
12/4/2007,19:30,sylva,us,triangle,10
1/24/2007,19:40,leupp,us,changing,3300
1/24/2007,19:54,greenville,us,light,5
1/24/2007,19:55,chesapeake,us,fireball,30
1/24/2007,20:00,charlotte,us,other,3600
1/24/2007,20:00,franklin,us,fireball,3
1/24/2007,20:00,greenville,us,light,10
1/24/2007,20:00,leicester,us,circle,120
12/4/2007,20:00,valley view/sanger (between),,diamond,60
1/24/2007,20:36,bellevue,us,other,300
12/4/2007,21:20,jacksonville,us,teardrop,3
12/4/2007,21:30,hemet,us,triangle,60
12/4/2007,21:30,jacksonville,us,fireball,1015
12/4/2007,22:00,robinson,us,light,3600
12/4/2007,22:00,tucson,us,unknown,3600
12/4/2007,22:15,lower burrell,us,light,3
12/4/2007,23:00,johnson city,us,triangle,240
12/4/2008,02:30,westmoreland (5 miles ne of),,formation,6
1/24/2008,03:08,stonington,us,other,120
1/24/2008,06:30,fort myers,us,light,600
12/4/2008,12:00,milton (near banbury) (uk/england),gb,circle,180
12/4/2008,14:00,norcross,us,rectangle,180
12/4/2008,17:00,astoria,us,sphere,20
12/4/2008,17:00,crane,us,oval,180
1/24/2008,17:00,white plains,us,oval,1200
1/24/2008,18:00,hammond,us,unknown,600
1/24/2008,18:10,hayward,us,oval,180
1/24/2008,18:30,eustis,us,unknown,1200
1/24/2008,18:30,hammond,us,unknown,180
1/24/2008,19:00,valley,us,fireball,8
1/24/2008,19:00,waddington,us,light,180
1/24/2008,19:10,dublin,us,fireball,1.5
1/24/2008,19:15,powder springs,us,light,900
12/4/2008,20:00,new britain,us,triangle,90
1/24/2008,20:50,las vegas,us,oval,5
1/24/2008,21:05,newport news,us,disk,90
1/24/2008,21:15,north east/bel air,,changing,60
12/4/2008,21:30,cheektowaga,us,light,2
12/4/2008,22:00,marysville,us,other,120
1/24/2008,23:00,montgomery,us,disk,180
1/24/2008,23:00,north riverside,us,light,4
1/24/2008,23:30,florence,us,teardrop,10
1/24/2009,00:30,beatrice,us,disk,14400
1/24/2009,01:15,dixon,us,circle,300
1/24/2009,01:15,dixon,us,circle,300
12/4/2009,04:50,vassalboro,us,light,300
12/4/2009,05:00,alexandria,us,triangle,3
12/4/2009,08:04,conway,us,light,240
1/24/2009,12:06,yavatmal (india),,circle,480
12/4/2009,17:30,heidelburg,,triangle,30
12/4/2009,17:45,parksley,us,triangle,2700
12/4/2009,17:50,mcmurray,us,cylinder,6000
12/4/2009,18:00,buffalo,us,light,1200
1/24/2009,18:00,fairbanks,us,oval,604800
1/24/2009,19:15,lake city,us,triangle,7200
1/24/2009,19:20,cirencester (uk/england),gb,fireball,240
12/4/2009,20:00,canfield,us,circle,900
1/24/2009,20:00,sycamore,us,light,3600
12/4/2009,20:00,woodsville,us,triangle,180
1/24/2009,20:22,manchester,us,unknown,60
12/4/2009,20:30,ipswich&#44 qld (australia),,triangle,420
12/4/2009,20:45,youngstown,us,formation,180
1/24/2009,21:00,kingston (canada),ca,light,1200
1/24/2009,21:00,pipe creek,us,light,1800
1/24/2009,21:50,mass city,us,light,480
12/4/2009,22:00,danville,us,oval,300
1/24/2009,22:25,fairless hills,us,oval,30
1/24/2009,22:30,morristown,us,triangle,20
1/24/2009,23:35,norwich (uk/england),gb,circle,60
12/4/2010,02:10,cypress,us,unknown,180
12/4/2010,05:45,four oaks,us,light,1200
12/4/2010,15:00,yokohama (japan),,disk,1800
12/4/2010,19:30,inglewood,us,light,3000
1/24/2010,19:40,tampa,us,circle,360
12/4/2010,20:00,pittsburgh,us,unknown,3600
12/4/2010,20:00,ward,us,triangle,600
12/4/2010,21:00,peoria,us,unknown,900
12/4/2010,21:00,somerset,us,light,1800
1/24/2011,00:00,peoria,us,formation,120
1/24/2011,00:30,buxton,us,other,180
12/4/2011,01:00,manchester,us,other,120
1/24/2011,01:10,merrill,us,oval,1800
12/4/2011,01:35,torrance,us,light,600
12/4/2011,02:00,seaton (uk/england),gb,unknown,1800
1/24/2011,06:12,arvada,us,other,600
12/4/2011,06:25,monterrey (mexico),,light,120
1/24/2011,06:45,el dorado,us,light,180
1/24/2011,15:50,houston,us,rectangle,30
1/24/2011,17:30,lancaster,us,unknown,600
12/4/2011,18:00,hite river (canada),,teardrop,3
12/4/2011,18:17,capitola,us,other,180
12/4/2011,19:30,alexandria,us,light,120
1/24/2011,20:00,dallas,us,flash,5
12/4/2011,20:00,greenville,us,light,8
12/4/2011,20:00,staunton,us,flash,3
12/4/2011,21:17,anchorage,us,light,2
12/4/2011,22:12,bellevue/issaquah,,light,2
12/4/2011,23:32,palmetto bay,,disk,360
12/4/2012,01:00,newark,us,unknown,120
12/4/2012,02:00,akola (india),,cylinder,10
1/24/2012,03:10,simsboro,us,unknown,3600
1/24/2012,07:50,miesau (germany),de,fireball,2
12/4/2012,09:30,albuquerque,us,diamond,1800
12/4/2012,11:00,westboro,us,disk,1800
12/4/2012,13:30,guarenas (venezuela),,sphere,2
12/4/2012,14:00,washington&#44 dc,,sphere,900
12/4/2012,14:00,watertown,us,other,300
12/4/2012,16:00,willowbrook,us,light,180
12/4/2012,16:22,hodgkins,us,light,25
1/24/2012,18:20,chesapeake,us,unknown,600
12/4/2012,18:45,corpus christi,us,light,900
1/24/2012,19:00,brick,,fireball,300
12/4/2012,19:00,leavenworth,us,fireball,2
1/24/2012,19:00,longs,us,triangle,1200
12/4/2012,19:00,nunn,us,triangle,240
12/4/2012,19:00,plattekill,us,circle,10800
12/4/2012,19:00,st. paul,us,light,300
12/4/2012,19:10,adams county (on co. hwy. d),us,fireball,120
1/24/2012,19:18,augusta,us,triangle,60
12/4/2012,19:45,lake villa,us,triangle,2
12/4/2012,20:00,muncie,us,circle,7200
1/24/2012,21:00,phoenix,us,light,900
12/4/2012,21:00,racine,us,triangle,15
1/24/2012,21:07,mission viejo,us,circle,360
1/24/2012,21:30,phoenix,us,light,300
12/4/2012,21:30,westboro,us,sphere,5
12/4/2012,21:37,huntington beach,us,oval,300
12/4/2012,22:00,fort wayne,us,diamond,240
12/4/2012,22:00,morrison,us,unknown,20
1/24/2012,22:30,mount vernon,us,flash,1
1/24/2012,23:30,kenosha,us,sphere,15
1/24/2012,23:45,st. augustine,us,light,4
12/4/2012,23:50,jeffersonville,us,sphere,840
1/24/2013,00:17,sunerland,,fireball,2
12/4/2013,01:00,raleigh,us,light,1500
1/24/2013,07:48,rocky mount,us,circle,10
12/4/2013,10:30,jacksonville,us,cigar,600
1/24/2013,11:07,scott depot,us,changing,1200
12/4/2013,11:15,federal way,us,unknown,480
12/4/2013,16:05,woodbury,us,oval,180
1/24/2013,16:10,port charlotte,us,light,600
12/4/2013,16:30,hoffman estates,us,flash,180
1/24/2013,17:25,portsmouth,us,unknown,300
12/4/2013,17:30,dudley,us,circle,120
1/24/2013,18:40,clearwater beach,us,sphere,900
12/4/2013,19:00,clinton,us,diamond,7200
12/4/2013,19:00,tucson,us,fireball,180
12/4/2013,19:00,tucson,us,light,180
12/4/2013,19:00,washington,us,unknown,45
1/24/2013,19:30,martinsville,us,disk,30
12/4/2013,19:30,port charlotte,us,formation,15
1/24/2013,20:00,kelso,us,circle,3
1/24/2013,21:00,new washington,us,circle,300
12/4/2013,21:05,valley head,us,light,1200
12/4/2013,23:00,coral gables,us,,60
1/24/2014,06:50,maumee,us,circle,120
1/24/2014,17:15,spokane valley,us,light,300
1/24/2014,17:48,campbell,us,other,30
1/24/2014,18:00,kelso,us,sphere,300
1/24/2014,18:00,mclean,us,formation,120
1/24/2014,18:55,lewisville,us,light,10
1/24/2014,19:00,seattle,us,light,3600
1/24/2014,19:00,stilwell,us,light,60
1/24/2014,19:23,san marcos,us,disk,720
1/24/2014,19:30,little river,us,light,300
1/24/2014,19:45,hernando,us,circle,30
1/24/2014,19:55,honolulu,us,light,300
1/24/2014,20:00,lubbock,us,light,180
1/24/2014,20:04,caldwell,us,formation,180
1/24/2014,20:05,kelso,us,formation,240
1/24/2014,21:20,hillsboro,us,formation,120
1/24/2014,21:30,seattle,us,light,60
1/24/2014,21:40,highlands ranch,us,fireball,300
1/24/2014,21:45,beebe,us,triangle,900
1/24/2014,22:05,levittown,us,unknown,20
1/24/2014,23:12,frankfort,us,triangle,300
1/24/2014,23:59,portland,us,unknown,3600
1/25/1964,20:30,omaha,us,sphere,300
12/5/1970,20:00,albuquerque,us,other,120
12/5/1973,19:00,glen rose,us,light,1200
12/5/1974,20:30,presque isle,us,other,120
12/5/1979,22:00,arkansas (rural),,fireball,1200
12/5/1983,05:00,kent,us,unknown,1
12/5/1985,05:00,manaus-amazonas (brazil),,egg,600
12/5/1991,01:45,gloucseter (uk/england),,triangle,600
12/5/1991,19:30,tarzana,us,sphere,210
1/25/1992,17:00,bricktown,us,disk,180
12/5/1993,01:00,poughkeepsie,us,unknown,600
12/5/1994,23:00,sumter,us,circle,600
12/5/1995,20:30,north bend,us,chevron,240
1/25/1995,22:40,philadelphia,us,triangle,300
12/5/1995,23:10,salluit (canada),,fireball,30
1/25/1996,21:15,redding,us,,720
12/5/1996,21:25,toronto (canada),ca,,90
1/25/1996,21:30,phoenix,us,,1800
12/5/1996,22:00,seattle,us,,30
12/5/1996,23:00,peebles,us,light,3600
12/5/1997,02:32,guarenas&#44 miranda (venezuela),,fireball,2
12/5/1997,03:00,clearwater beach,us,oval,1800
12/5/1997,18:00,salton sea (over),,disk,120
1/25/1997,21:00,marion,us,triangle,120
12/5/1997,22:00,ferndale,us,unknown,360
12/5/1998,03:00,atlanta,us,fireball,1.5
12/5/1998,17:02,marina del rey/los angeles,,unknown,120
12/5/1998,18:15,glendale,us,other,60
12/5/1998,19:00,valle de bravo (mexico),,light,120
12/5/1998,20:30,las vegas,us,unknown,10
1/25/1998,20:30,ripley,us,light,1233
12/5/1998,21:21,pahrump,us,circle,60
12/5/1999,00:05,coolidge,us,triangle,40
1/25/1999,01:15,san francisco (ocean side of),us,sphere,240
12/5/1999,04:00,manchester,us,light,10
12/5/1999,04:20,birmingham,us,sphere,5
12/5/1999,04:20,colombiana,,rectangle,5
12/5/1999,04:20,weogufka,us,fireball,7
12/5/1999,04:25,sterrett (15 miles south of birmingham),us,disk,5400
12/5/1999,04:30,toney,us,fireball,3
12/5/1999,05:05,dalton,us,circle,15
12/5/1999,05:15,knoxville,us,fireball,10
12/5/1999,05:45,cassville,us,cone,60
1/25/1999,17:40,alabaster,us,fireball,900
12/5/1999,17:50,guyton,us,circle,1
12/5/1999,18:30,burna,us,unknown,5
1/25/1999,20:22,west elkton,us,light,900
12/5/1999,20:30,cleveland,us,circle,600
12/5/1999,21:00,dallas /ft. worth area&#44 south of the,,light,300
12/5/1999,22:14,lutz,us,light,20
12/5/1999,23:00,san diego,us,fireball,7
12/5/2000,00:00,o&#39fallon,us,triangle,360
12/5/2000,15:27,darrington,us,other,2
12/5/2000,16:20,corvallis,us,fireball,1200
12/5/2000,17:10,portland,us,light,120
12/5/2000,19:40,brooklyn park,us,triangle,60
12/5/2000,20:03,ardmore,us,unknown,240
12/5/2000,20:15,lake havasu city,us,other,120
1/25/2000,21:30,gold bar,us,cigar,14
1/25/2000,21:40,montlu&ccedil;on (france),,,360
1/25/2001,02:30,prospect park,us,light,1800
1/25/2001,06:10,isle of wight (uk/england),gb,circle,1140
12/5/2001,18:00,big bear city,us,triangle,45
1/25/2001,19:00,avondale,us,light,7200
1/25/2001,21:00,porterville,us,disk,120
1/25/2001,21:03,filion,us,diamond,1920
12/5/2001,21:30,ferrum,us,oval,60
1/25/2001,21:30,sidney,us,sphere,180
12/5/2001,22:24,oklahoma city,us,light,420
1/25/2001,22:33,seattle,us,fireball,1
1/25/2001,22:45,callahan,us,formation,600
12/5/2001,22:54,birmingham,,unknown,3600
1/25/2001,23:15,machesney park,us,triangle,900
12/5/2002,02:00,baytown,us,other,900
1/25/2002,06:40,elk city,us,cigar,300
12/5/2002,08:56,richardson,us,unknown,90
1/25/2002,17:00,new providence,us,cylinder,300
1/25/2002,18:05,williamsport,us,triangle,600
1/25/2002,19:00,greenwood,us,sphere,14400
1/25/2002,19:25,mansfield (uk/england),gb,light,30
12/5/2002,19:45,folsom (over/cameron park),us,triangle,300
1/25/2002,20:00,bigelow,us,triangle,120
1/25/2002,20:15,dover,us,other,240
1/25/2002,20:45,avondale,us,light,4
1/25/2002,21:00,reseda (san fernando valley),us,unknown,60
1/25/2002,22:00,st. catharines (canada),ca,circle,8
12/5/2003,01:15,portage,us,egg,3600
12/5/2003,05:00,oceanside,us,fireball,1200
12/5/2003,05:30,havelock,us,circle,900
1/25/2003,07:00,in-orbit (heard from americus&#44 ga),,formation,10
12/5/2003,11:00,stafford,us,light,300
12/5/2003,11:00,theodosia,us,other,9
1/25/2003,14:03,bensheim (germany),de,oval,15
12/5/2003,16:50,dekalb (outside of),us,circle,3
12/5/2003,17:00,st charles,us,light,4
1/25/2003,17:05,lancaster,us,cylinder,120
12/5/2003,17:30,milwaukee,us,light,30
12/5/2003,17:43,orillia (canada),ca,light,5
12/5/2003,17:45,cary,us,cigar,10
1/25/2003,17:45,van nuys,us,egg,300
1/25/2003,18:00,corning/redding/richfield,,light,10800
12/5/2003,18:30,sedona,us,disk,360
12/5/2003,19:00,miami,us,light,15
1/25/2003,19:20,burbank,us,light,120
1/25/2003,19:30,fruita,us,unknown,600
12/5/2003,21:45,northland/moerewa bay (new zealand),,,1800
12/5/2003,23:27,belleville,us,other,30
12/5/2004,04:25,terre haute,us,chevron,5
12/5/2004,07:00,east stroudsburg,us,light,5
12/5/2004,14:45,tampa,us,other,900
1/25/2004,15:00,hayward,us,egg,180
1/25/2004,18:30,germantown,us,cigar,5
1/25/2004,18:50,desert hot springs,us,rectangle,120
1/25/2004,19:30,carnarvon gorge (australia),,other,1814400
12/5/2004,20:30,orlando,us,light,8
12/5/2004,20:45,homosassa,us,sphere,30
12/5/2004,21:35,bainbridge,us,disk,120
12/5/2004,22:00,strathroy (canada),ca,diamond,600
12/5/2004,22:20,bishkek (kyrgyzistan),,unknown,7200
12/5/2004,23:00,fort pierce,us,triangle,300
1/25/2005,00:00,fountain inn,us,light,30
12/5/2005,00:25,forest hills (queens),us,teardrop,30
1/25/2005,00:32,victoria (canada),ca,fireball,30
12/5/2005,01:00,los alamos,,disk,300
1/25/2005,06:32,new carrollton,us,light,2
12/5/2005,07:00,ypsilanti,us,other,600
1/25/2005,08:00,center harbor,us,unknown,30
1/25/2005,10:00,belize (during cruise),,unknown,3600
12/5/2005,11:50,santa ana,us,oval,20
12/5/2005,16:05,vernon (canada),ca,cigar,420
1/25/2005,17:00,new york city (brooklyn),us,cylinder,60
12/5/2005,17:25,richland,us,triangle,30
12/5/2005,17:30,rancho cucamonga,us,light,600
12/5/2005,18:05,tadmarton&#44 banbury (uk/england),,triangle,30
1/25/2005,18:25,great falls (14 miles north of),us,fireball,2
12/5/2005,19:40,acton,us,fireball,60
12/5/2005,20:00,smithshire,us,other,60
12/5/2005,21:00,cheyenne,us,unknown,5
12/5/2005,21:00,china spring,,sphere,1500
1/25/2005,21:50,anchorage,us,light,780
12/5/2005,22:00,centennial,us,fireball,3
12/5/2005,23:00,centralia,us,circle,4
1/25/2006,00:00,west tawakoni,,unknown,600
12/5/2006,01:30,germansville,us,unknown,300
1/25/2006,02:30,aurora,us,other,1200
1/25/2006,06:10,woodbridge,us,light,1800
12/5/2006,11:45,albuquerque,us,disk,300
12/5/2006,11:50,fairfield,us,other,600
12/5/2006,18:00,high prairie (canada),ca,disk,600
12/5/2006,18:00,north myrtle beach,us,light,60
12/5/2006,18:17,farmington,us,light,5
12/5/2006,19:00,big pines,us,diamond,5
1/25/2006,19:00,chicago,us,oval,600
12/5/2006,19:08,blairsville,us,light,120
1/25/2006,19:30,antelope,us,triangle,90
1/25/2006,20:15,annapolis/severna park,,oval,10
12/5/2006,21:05,fort wayne,us,other,300
1/25/2006,21:15,uk/england,,changing,7200
1/25/2006,21:30,centralia,us,rectangle,15
12/5/2006,21:50,walnut creek,us,disk,30
12/5/2006,22:00,bloomfield,us,disk,30
1/25/2006,22:30,muncie,us,fireball,2
12/5/2006,22:38,sonoma,us,light,300
12/5/2006,23:34,kingman,us,light,300
12/5/2006,24:00,san francisco bay area,,light,300
1/25/2007,02:10,las vegas,us,light,1200
12/5/2007,03:45,ware,us,circle,10800
1/25/2007,04:45,grass valley,us,flash,1
12/5/2007,05:00,palatka,us,oval,10
12/5/2007,05:30,burlington,us,flash,5
1/25/2007,06:45,cumming,us,sphere,60
1/25/2007,13:30,ashford,us,triangle,3600
1/25/2007,15:30,aurora,us,light,30
12/5/2007,17:00,colorado city,us,light,10
1/25/2007,18:30,brewster/carmel,,light,30
1/25/2007,18:30,honolulu,us,fireball,3600
1/25/2007,19:10,frankfort,us,fireball,900
1/25/2007,19:15,newbury park,us,light,2
1/25/2007,19:30,otterbein,us,circle,180
1/25/2007,20:30,deer park,us,fireball,5
1/25/2007,21:00,medford,us,cone,300
1/25/2007,21:30,nashville,us,triangle,20
12/5/2007,21:30,port townsend,us,fireball,3
1/25/2007,21:40,bath,us,egg,240
1/25/2007,22:04,oklahoma city,us,light,120
12/5/2007,22:51,mount pleasant,us,triangle,120
1/25/2007,22:55,chesnee,us,unknown,240
1/25/2007,23:30,houston,us,sphere,60
12/5/2007,24:00,seminole,us,fireball,1800
12/5/2008,00:00,prior lake,us,sphere,120
